상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
우스트 펀칭 라운드 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512343&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=b2V8,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012512.gif?1741147685,,39800,,9,"그레이, 네이비",0,OUTER > 가디건
코트니 스냅버튼 워싱 코튼 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512576&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aW13Uw%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012632.gif?1744680908,,39800,,0,"아이보리,크림, 블루, 그레이",0,OUTER > 가디건
(후드ver.)코스에그 자수 투웨이 니트집업 후드가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511621&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z253Ug%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012062.gif?1740360144,,39800,,39,"레드, 연베이지, 데님진청, 블랙, 그레이",0,OUTER > 가디건
프란츠 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512366&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmp7W1g%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012542.gif?1742456436,,29800,,18,"핑크, 퍼플, 아이보리,크림, 네이비, 그린",0,OUTER > 가디건
[1+1]코스에그 자수 투웨이 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511435&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aGt3VA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012172.gif?1727420715,59600,50700,15,1,"아이보리,크림, 그레이, 레드, 네이비",0,OUTER > 가디건
코스에그 자수 투웨이 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511277&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bG13UQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011822.gif?1741849223,45000,29800,34,1,"아이보리,크림, 그레이, 레드, 네이비",0,OUTER > 가디건
아르텔 케이블 크롭 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512461&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm14W1g%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012562.gif?1742889663,,24900,,3,"아이보리,크림, 핑크, 블랙",0,OUTER > 가디건
체트 캐시라운드가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508046&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=ZmZ3VA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010182.gif?1692879798,,24900,,44,"아이보리,크림, 베이지, 브라운, 레드, 그린, 블랙",0,OUTER > 가디건
에딜린 캐시브이넥가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503718&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmx3Vw%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009352.gif?1692953480,,20800,,149,"아이보리,크림, 베이지, 옐로우, 레드, 그레이, 블랙, 브라운",0,OUTER > 가디건
[1+1할인] 쿨링가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=501775&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z2t3Vg%3D%3D,"[하나 더 구매시2000원 할인]
긴팔기본,7부,긴팔롱3TYPE",//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005092.gif?1680838880,,17800,,279,"아이보리,크림, 연베이지, 민트, 핑크, 브라운, 블랙",0,OUTER > 가디건
프리미엄 울 소프트 텐션 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512212&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm1%2FW1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012402.gif?1741138543,,29800,,4,"아이보리,크림, 옐로우, 베이지, 브라운, 연두, 핑크, 블루, 네이비, 그레이, 블랙",0,OUTER > 가디건
[made]컴포트핏 단가라니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505174&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=a2p3UF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005292.gif?1662596486,,7000,30,53,"블랙, 머스타드,골드, 그린",0,OUTER > 가디건
[mdae]바티모 린넨 후드 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510534&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmx5W11G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005362.gif?1714384534,,29800,,34,"화이트, 블랙",0,OUTER > 가디건
산토르 크로쉐 뜨개 크롭 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512489&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmt8W11H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012602.gif?1743386942,,22000,,2,"아이보리,크림, 블랙",0,OUTER > 가디건
노티즈 스트링 반팔 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512464&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z213UFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012572.gif?1743123875,,24800,,0,"아이보리,크림, 연카키, 그레이",0,OUTER > 가디건
크로쉐 플라워 패턴 뜨개 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510684&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm5%2BW11B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010562.gif?1716260061,,19800,,29,"아이보리,크림, 베이지",0,OUTER > 가디건
프렌치 하트 클로버 자수 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510586&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=a2p3UFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011252.gif?1722479783,,34000,,9,"화이트, 베이지, 머스타드,골드, 연카키, 블랙",0,OUTER > 가디건
볼드 스카시 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512582&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm18W11D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012642.jpg?1744764091,,19800,,0,"아이보리,크림, 베이지, 브라운, 연두, 블랙",0,OUTER > 가디건
아베니 무지 니트 후드집업,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511778&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm9%2FW11M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012202.gif?1730949576,,38000,,31,"그레이, 진한크림",0,OUTER > 가디건
울라이크 워셔블 오버핏 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511415&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bml%2FW11N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011922.gif?1729247209,,34000,,69,"베이지, 카키, 챠콜",0,OUTER > 가디건
타이 시어무드 비스코스 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512485&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bGx3U1w%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012592.gif?1743380871,,44800,,0,"아이보리,크림, 블루",0,OUTER > 가디건
알에나 케이블 자수 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512228&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bW13U10%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012422.gif?1738800525,,29800,,24,"아이보리,크림, 인디핑크, 네이비, 그레이",0,OUTER > 가디건
텐베이 소매패치 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511874&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmt6W15G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012212.gif?1732179287,,34800,,55,"옐로우, 아이보리,크림, 레드",0,OUTER > 가디건
[SET 20%할인]코스에그 자수 투웨이 니트집업 가디건 + 릴랙스 탄탄코튼 오버핏 트레이닝 팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511531&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm94W15H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011982.gif?1728902755,83800,67100,20,1,,0,OUTER > 가디건
스카시 펀칭 카라 반팔 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512316&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aWl3U1g%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012532.gif?1741838186,,29800,,2,"아이보리,크림, 핑크",0,OUTER > 가디건
베이빌 레이스 레이어드 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512263&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aWZ3U1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012452.gif?1740540909,,29800,,21,"아이보리,크림, 그레이, 블랙",0,OUTER > 가디건
(단가라ver.)코스에그 자수 투웨이 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512060&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z2d3U1o%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012312.gif?1735524475,,29800,,1,"그레이, 레드, 데님1, 네이비, 블랙",0,OUTER > 가디건
[SET15%]우스트 펀칭 라운드 니트가디건+워시드 와이드 버뮤다 데님팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510103&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bGV%2FVg%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012612.gif?1744020256,93800,79800,15,15,,0,OUTER > 가디건
[made]디어레쉬 울니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508718&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=amp3U1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005142.gif?1699834299,,38000,,18,"그레이, 그린",0,OUTER > 가디건
레이쉬 뜨개숄가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508226&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bWV%2FWA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030006332.gif?1694683634,19800,9800,51,7,"연베이지, 핑크, 블랙",0,OUTER > 가디건
너브 뜨개니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507373&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aGt3Ulw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005662.gif?1690502798,,22000,,46,"화이트, 베이지",0,OUTER > 가디건
루아덴 집업가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=497385&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bGZ3Ul0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030006772.gif?1607473883,,34800,,280,"베이지, 그레이, 네이비",0,OUTER > 가디건
크린 시어 라운드 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512436&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aWx3Ul4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012552.jpg?1742654463,,34800,,0,"화이트, 레드, 연두, 데님연청, 블루, 블랙",0,OUTER > 가디건
알로인 반목 투웨이 니트집업,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512270&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bG53Ul8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012472.gif?1739492174,,36000,,9,"아이보리,크림, 그레이, 블랙",0,OUTER > 가디건
트리 게이지 볼륨 크롭 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511975&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm13Ulg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012262.gif?1733732941,,48000,,0,"아이보리,크림, 브라운, 챠콜",0,OUTER > 가디건
에트 배색 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511578&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmp3Ulk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012012.gif?1729503785,,36800,,41,"연베이지, 그레이",0,OUTER > 가디건
쿠니 브이넥 단가라 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511551&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z213Ulo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011992.gif?1730178611,,36000,,2,"브라운, 그레이",0,OUTER > 가디건
유러피안 케이블 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511464&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bWp3Uls%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011952.gif?1729590639,,29800,,36,,0,OUTER > 가디건
포피스 울 니트 퍼피자수 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511440&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=am13UlQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011942.gif?1729586764,,44800,,46,"레드, 블랙",0,OUTER > 가디건
[SET10%]에트 배색 니트집업 가디건+미디움 인디고블루 스트레이트 핏 데님팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511436&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bG53UlU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012182.gif?1730273084,74800,67400,10,68,"베이지, 카키, 블랙",0,OUTER > 가디건
[SET10%]울라이크 워셔블 오버핏 니트 가디건+코티 보트넥 골지 긴팔 티셔츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511417&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm99W1hE,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012192.gif?1730275128,58800,53000,10,72,,0,OUTER > 가디건
헤어리 터틀넥 단가라 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511400&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bml%2FW1hF,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011912.gif?1726819970,,29800,,18,,0,OUTER > 가디건
가볍고 따뜻한 울소재[32%울함유] 파인 울 클래식 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511374&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aGl3VV4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011892.gif?1726223295,,39800,,10,"연베이지, 레드, 그레이",0,OUTER > 가디건
[made]알마 카라 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510367&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aW53VV8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005262.gif?1713343181,,29800,,12,"베이지, 네이비",0,OUTER > 가디건
[SET15%]프란츠 울 니트 가디건+듀잇 플레어 펀칭 자수 롱 스커트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510111&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Z213VVg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012622.gif?1744077648,64600,55000,15,0,,0,OUTER > 가디건
레이스 리본 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509993&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm59W1hB,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030006342.gif?1709626640,,29800,,28,"데님연청, 퍼플",0,OUTER > 가디건
블레터 베이직 브이넥 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509793&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmV5Vw%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030008212.gif?1707121196,,24800,,0,"아이보리,크림, 오렌지, 연카키, 그레이, 블랙",0,OUTER > 가디건
더빈 램스울 브이넥 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508925&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm11W1hD,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005852.gif?1700209289,,52800,,0,"베이지, 브라운, 그레이",0,OUTER > 가디건
슈빗 사선버튼골지니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508519&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=amd3VVQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030008772.gif?1697791916,14800,9800,34,8,"화이트, 진베이지, 블랙",0,OUTER > 가디건
[1+1]멜리드 소프트버튼가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508347&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bm9%2BW1hN,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030007302.gif?1696409129,19600,9800,50,8,"화이트, 그레이, 블랙",0,OUTER > 가디건
메이숄 꽈배기니트롱가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508337&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aWZ3VFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030007252.gif?1695802763,24800,9800,60,5,"아이보리,크림, 인디핑크, 블랙",0,OUTER > 가디건
[made]유러브미 단가라니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508233&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Zm13VF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005282.gif?1695372620,42800,30000,30,7,"아이보리,크림, 브라운, 블랙",0,OUTER > 가디건
[made]어텀베리 물결골지울니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508182&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aGh3VF4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005272.gif?1695082063,29800,20900,30,5,"아이보리,크림, 브라운, 챠콜",0,OUTER > 가디건
시어무드 브이넥가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507434&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=a2x3VF8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030008972.gif?1686746686,,19800,,147,"화이트, 소라, 그레이, 블랙",0,OUTER > 가디건
에어카사리 단가라가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507089&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmt0W1lA,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009442.gif?1680684576,,26000,,0,"연카키, 블루, 블랙",0,OUTER > 가디건
꼬리사 하트버튼가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507076&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=Zmp3VFk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005602.gif?1680596270,,44000,,2,"아이보리,크림, 핑크, 블랙",0,OUTER > 가디건
[made]포스트 라운드니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505180&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aWt3VFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005322.gif?1703808848,,21800,,261,"아이보리,크림, 오렌지, 데님진청, 그레이, 블랙",0,OUTER > 가디건
요미 트리플배색가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504071&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bml3VFs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009752.gif?1649897370,,45800,,13,"핑크, 베이지",0,OUTER > 가디건
투마로어 라운드가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503419&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=ZmZ3VFQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010802.gif?1642150551,,29800,,17,"아이보리,크림, 연두, 네이비, 블랙",0,OUTER > 가디건
오드민 꽈배기가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=500417&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=aG53VFU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009652.gif?1612254880,,32800,,61,"진한크림, 딥핑크, 옐로우, 연카키, 코코아",0,OUTER > 가디건
메이베르 스트라이프 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512471&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=amZ3UQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012582.gif?1743555503,,,,0,"진한크림, 그레이",0,OUTER > 가디건
엘파이 골지모달가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508198&xcode=010&mcode=003&scode=&type=X&sort=manual&cur_code=010003&search=&GfDT=bmx8W10%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009592.gif?1694514561,,,,33,"베이지, 그레이, 챠콜",0,OUTER > 가디건
